Class,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,session_id,event_time,event_type,product_id,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
high-end and premium food lover,"[200674603623, datetime.datetime(2023, 11, 23, 1, 38, 57, 132000), 'load', '歐洲進口鮮凍蔬菜單入任選']","[200674603623, datetime.datetime(2023, 11, 23, 1, 42, 56, 99000), 'load', '超嫩舒肥嫩雞胸(任選30包)']","[200674603623, datetime.datetime(2023, 11, 23, 1, 44, 57, 671000), 'load', '低醣飲食雞胸蔬菜任選20入']","[200674603623, datetime.datetime(2023, 11, 23, 1, 46, 13, 374000), 'load', '舒肥雞胸輕巧隨手包(20包)']","[200674603623, datetime.datetime(2023, 11, 23, 1, 48, 15, 562000), 'load', '舒肥雞胸隨手包35包']","[200674603623, datetime.datetime(2023, 11, 23, 1, 50, 50, 594000), 'load', '低醣飲食雞胸蔬菜任選20入']","[200674603623, datetime.datetime(2023, 11, 23, 1, 53, 17, 423000), 'load', '澎湖在地美食自由選(20包)']","[200674603623, datetime.datetime(2023, 11, 23, 1, 54, 0, 500000), 'load', '【限量特賣】鮮凍菠菜']","[200674603623, datetime.datetime(2023, 11, 23, 1, 55, 0, 383000), 'load', '歐洲進口鮮凍蔬菜單入任選']","[200674603623, datetime.datetime(2023, 11, 23, 1, 55, 23, 668000), 'load', '歐洲家庭號蔬菜單入任選']","[200674603623, datetime.datetime(2023, 11, 23, 1, 56, 18, 90000), 'load', '煮婦救星鮮凍蔬菜單入任選']","[200674603623, datetime.datetime(2023, 11, 23, 1, 57, 40, 389000), 'load', '【限量特賣】切段玉米筍']","[200674603623, datetime.datetime(2023, 11, 23, 1, 58, 18, 919000), 'load', '新興461-滷肉燥20入自由選']","[200674603623, datetime.datetime(2023, 11, 23, 1, 59, 33, 287000), 'load', '【限量特賣】鮮凍菠菜']","[200674603623, datetime.datetime(2023, 11, 23, 2, 0, 10, 370000), 'load', '西班牙頂級霜降松阪豬']","[200674603623, datetime.datetime(2023, 11, 23, 2, 1, 45, 227000), 'load', '一休精選 鮮凍蔬菜自由選']","[200674603623, datetime.datetime(2023, 11, 23, 2, 2, 8, 397000), 'load', '一休精選 冰心地瓜4入任選']","[200674603623, datetime.datetime(2023, 11, 23, 2, 3, 10, 843000), 'load', '爆汁雞肉捲']","[200674603623, datetime.datetime(2023, 11, 23, 2, 4, 26, 832000), 'load', '承食上菜 山藥杏鮑菇雞湯']","[200674603623, datetime.datetime(2023, 11, 23, 2, 7, 5, 752000), 'load', '鮮凍秋葵']","[200674603623, datetime.datetime(2023, 11, 23, 2, 7, 20, 93000), 'load', '鮮凍青花菜']","[200674603623, datetime.datetime(2023, 11, 23, 2, 7, 34, 395000), 'load', '鮮凍白花椰菜']","[200674603623, datetime.datetime(2023, 11, 23, 2, 8, 41, 573000), 'load', '舒肥櫻桃嫩鴨胸']","[200674603623, datetime.datetime(2023, 11, 23, 2, 14, 3, 374000), 'load', '西班牙手切伊比利松阪豬']","[200674603623, datetime.datetime(2023, 11, 23, 2, 15, 2, 695000), 'load', '一休精選 鮮凍蔬菜自由選']","[200674603623, datetime.datetime(2023, 11, 23, 3, 7, 44, 936000), 'purchase', '舒肥櫻桃嫩鴨胸']","[200674603623, datetime.datetime(2023, 11, 23, 3, 7, 44, 936000), 'purchase', '冰烤紫御地瓜']","[200674603623, datetime.datetime(2023, 11, 23, 3, 7, 44, 936000), 'purchase', '澎湖野生海菜']","[200674603623, datetime.datetime(2023, 11, 23, 3, 7, 44, 936000), 'purchase', '舒肥雞胸隨手包35包']","[200674603623, datetime.datetime(2023, 11, 23, 3, 7, 44, 936000), 'purchase', '一休精選 鮮凍蔬菜自由選']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healthy and low-calorie food seeker,"[209408065290, datetime.datetime(2024, 3, 3, 3, 34, 28, 706000), 'load', '醬漬一口鮑單入自由選']","[209408065290, datetime.datetime(2024, 3, 3, 3, 35, 55, 345000), 'load', '麻辣醬醃鮮蛤蜊']","[209408065290, datetime.datetime(2024, 3, 3, 3, 36, 55, 815000), 'load', '鮮採冷凍泰國金枕頭榴槤 ']","[209408065290, datetime.datetime(2024, 3, 3, 3, 41, 15, 65000), 'purchase', '麻辣醬醃鮮蛤蜊']","[209408065290, datetime.datetime(2024, 3, 3, 3, 41, 15, 65000), 'purchase', '鮮採冷凍泰國金枕頭榴槤 ']","[209408065290, datetime.datetime(2024, 3, 3, 3, 41, 15, 65000), 'purchase', '醬漬一口鮑單入自由選']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat and seafood combo shopper,"[209919575130, datetime.datetime(2024, 3, 9, 1, 39, 36, 253000), 'load', '南方澳鮮撈無鹽鯖魚(2片)']","[209919575130, datetime.datetime(2024, 3, 9, 1, 40, 44, 302000), 'load', '南方澳鮮撈無鹽鯖魚(2片)']","[209919575130, datetime.datetime(2024, 3, 9, 1, 42, 51, 373000), 'load', '鮮採蜜風鈴蓮霧']","[209919575130, datetime.datetime(2024, 3, 9, 1, 43, 14, 259000), 'load', '南方澳鮮撈無鹽鯖魚(2片)']","[209919575130, datetime.datetime(2024, 3, 9, 1, 44, 48, 731000), 'load', '美國藍帶特選嫩肩牛排']","[209919575130, datetime.datetime(2024, 3, 9, 1, 45, 22, 723000), 'load', '巨無霸牛排']","[209919575130, datetime.datetime(2024, 3, 9, 1, 48, 48, 384000), 'load', '優鮮去骨雞腿排/二支裝']","[209919575130, datetime.datetime(2024, 3, 9, 1, 53, 40, 599000), 'load', '究好味菇菇米10入自由選']","[209919575130, datetime.datetime(2024, 3, 9, 1, 55, 3, 540000), 'load', '美澳紐超值福利牛肉']","[209919575130, datetime.datetime(2024, 3, 9, 1, 55, 47, 602000), 'load', '台灣薄鹽鯖魚']","[209919575130, datetime.datetime(2024, 3, 9, 1, 56, 28, 710000), 'load', '美澳紐超值福利牛肉']","[209919575130, datetime.datetime(2024, 3, 9, 2, 1, 26, 895000), 'load', '享受藜麥自由選(12包入)']","[209919575130, datetime.datetime(2024, 3, 9, 2, 3, 29, 30000), 'load', '享受藜麥自由選(12包入)']","[209919575130, datetime.datetime(2024, 3, 9, 2, 4, 9, 515000), 'load', '低醣飲食雞胸蔬菜任選20入']","[209919575130, datetime.datetime(2024, 3, 9, 2, 16, 16, 558000), 'purchase', '南方澳鮮撈無鹽鯖魚(2片)']","[209919575130, datetime.datetime(2024, 3, 9, 2, 16, 16, 558000), 'purchase', '香酥雞腿排']","[209919575130, datetime.datetime(2024, 3, 9, 2, 16, 16, 558000), 'purchase', '低醣飲食雞胸蔬菜任選20入']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
premium seafood enthusiast,"[209953624950, datetime.datetime(2024, 3, 9, 11, 7, 6, 370000), 'load', '南方澳鮮撈無鹽鯖魚(2片)']","[209953624950, datetime.datetime(2024, 3, 9, 11, 13, 36, 639000), 'purchase', '南方澳鮮撈無鹽鯖魚(2片)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end beef lover,"[200646361458, datetime.datetime(2023, 11, 22, 17, 46, 4, 312000), 'load', '美國安格斯帶骨牛小排']","[200646361458, datetime.datetime(2023, 11, 22, 17, 49, 16, 892000), 'purchase', '美國安格斯帶骨牛小排']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
premium seafood enthusiast,"[205943368679, datetime.datetime(2024, 1, 23, 1, 9, 30, 160000), 'load', '豪氣食堂台式芋頭炊粉湯']","[205943368679, datetime.datetime(2024, 1, 23, 1, 10, 13, 169000), 'load', '面相館-拌麵/湯麵20入任選']","[205943368679, datetime.datetime(2024, 1, 23, 1, 11, 10, 179000), 'load', '一口炙燒烏魚子']","[205943368679, datetime.datetime(2024, 1, 23, 1, 12, 37, 811000), 'load', '香烤大雞腿']","[205943368679, datetime.datetime(2024, 1, 23, 1, 15, 56, 664000), 'load', '澎湖活凍野生明蝦']","[205943368679, datetime.datetime(2024, 1, 23, 1, 18, 8, 374000), 'purchase', '豪氣食堂台式芋頭炊粉湯']","[205943368679, datetime.datetime(2024, 1, 23, 1, 18, 8, 374000), 'purchase', '一口炙燒烏魚子']","[205943368679, datetime.datetime(2024, 1, 23, 1, 18, 8, 374000), 'purchase', '澎湖活凍野生明蝦']","[205943368679, datetime.datetime(2024, 1, 23, 1, 18, 8, 374000), 'purchase', '香烤大雞腿']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vegetable and fruit lover,"[209269518409, datetime.datetime(2024, 3, 1, 13, 5, 29, 927000), 'load', '鮮採冷凍泰國金枕頭榴槤 ']","[209269518409, datetime.datetime(2024, 3, 1, 13, 10, 59, 313000), 'load', '鮮嫩好食雞(翅/胸)5入任選']","[209269518409, datetime.datetime(2024, 3, 1, 13, 20, 27, 430000), 'load', '鮮凍愛文芒果塊']","[209269518409, datetime.datetime(2024, 3, 1, 13, 25, 37, 165000), 'load', '泰國進口冷凍山竹']","[209269518409, datetime.datetime(2024, 3, 1, 13, 28, 25, 761000), 'load', '福氣黃金魚卵']","[209269518409, datetime.datetime(2024, 3, 1, 13, 31, 33, 708000), 'load', '泰國紅毛丹鮮果肉']","[209269518409, datetime.datetime(2024, 3, 1, 13, 33, 15, 790000), 'load', '台東特級甜心釋迦']","[209269518409, datetime.datetime(2024, 3, 1, 13, 35, 48, 824000), 'load', '台東特級甜心釋迦']","[209269518409, datetime.datetime(2024, 3, 1, 13, 36, 18, 592000), 'load', '鮮採冷凍泰國金枕頭榴槤 ']","[209269518409, datetime.datetime(2024, 3, 1, 13, 40, 47, 642000), 'load', '鮮採冷凍泰國金枕頭榴槤 ']","[209269518409, datetime.datetime(2024, 3, 1, 13, 46, 49, 775000), 'purchase', '鮮採冷凍泰國金枕頭榴槤 ']","[209269518409, datetime.datetime(2024, 3, 1, 13, 46, 49, 775000), 'purchase', '福氣黃金魚卵']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end and premium food lover,"[200452980788, datetime.datetime(2023, 11, 20, 12, 3, 28, 648000), 'load', '舒肥雞胸隨手包35包']","[200452980788, datetime.datetime(2023, 11, 20, 12, 7, 51, 951000), 'purchase', '舒肥雞胸隨手包35包']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healthy and low-calorie food seeker,"[202542449522, datetime.datetime(2023, 12, 14, 16, 27, 31, 535000), 'load', '美澳紐超值福利牛肉']","[202542449522, datetime.datetime(2023, 12, 14, 16, 42, 15, 98000), 'load', '台南無毒鮮凍酪梨']","[202542449522, datetime.datetime(2023, 12, 14, 17, 11, 47, 350000), 'load', '鮮凍100%百香果原汁']","[202542449522, datetime.datetime(2023, 12, 14, 17, 14, 46, 997000), 'load', '鮮凍100%百香果原汁']","[202542449522, datetime.datetime(2023, 12, 14, 17, 40, 51, 72000), 'load', '鮮凍100%百香果原汁']","[202542449522, datetime.datetime(2023, 12, 14, 17, 41, 11, 148000), 'load', '台南無毒鮮凍酪梨']","[202542449522, datetime.datetime(2023, 12, 14, 17, 42, 17, 380000), 'load', '輕采養生藜麥毛豆']","[202542449522, datetime.datetime(2023, 12, 14, 17, 43, 4, 13000), 'load', '黑胡椒毛豆莢']","[202542449522, datetime.datetime(2023, 12, 14, 17, 44, 16, 167000), 'load', '美國頂級無骨牛小排']","[202542449522, datetime.datetime(2023, 12, 14, 17, 45, 32, 46000), 'purchase', '鮮凍100%百香果原汁']","[202542449522, datetime.datetime(2023, 12, 14, 17, 45, 32, 46000), 'purchase', '台南無毒鮮凍酪梨']","[202542449522, datetime.datetime(2023, 12, 14, 17, 45, 32, 46000), 'purchase', '輕采養生藜麥毛豆']","[202542449522, datetime.datetime(2023, 12, 14, 17, 45, 32, 46000), 'purchase', '黑胡椒毛豆莢']","[202542449522, datetime.datetime(2023, 12, 14, 17, 45, 32, 46000), 'purchase', '美國頂級無骨牛小排']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healthy and low-calorie food seeker,"[199167284679, datetime.datetime(2023, 11, 5, 14, 57, 24, 919000), 'load', '低醣飲食雞胸蔬菜任選35入']","[199167284679, datetime.datetime(2023, 11, 5, 15, 18, 28, 828000), 'purchase', '低醣飲食雞胸蔬菜任選35入']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vegetable and fruit lover,"[201167077264, datetime.datetime(2023, 11, 28, 18, 24, 38, 534000), 'load', '特選鮮採大湖草莓']","[201167077264, datetime.datetime(2023, 11, 28, 18, 25, 28, 202000), 'purchase', '特選鮮採大湖草莓']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seasonal and festive food buyer,"[204679141527, datetime.datetime(2024, 1, 8, 10, 0, 4, 255000), 'load', '鮮採蜜風鈴蓮霧']","[204679141527, datetime.datetime(2024, 1, 8, 10, 1, 32, 97000), 'load', '特選鮮採大湖草莓']","[204679141527, datetime.datetime(2024, 1, 8, 10, 4, 50, 286000), 'load', '橙蜜香小蕃茄']","[204679141527, datetime.datetime(2024, 1, 8, 10, 5, 26, 732000), 'load', '特選鮮採大湖草莓']","[204679141527, datetime.datetime(2024, 1, 8, 10, 6, 0, 278000), 'load', '台南鹽地小蕃茄']","[204679141527, datetime.datetime(2024, 1, 8, 10, 6, 45, 906000), 'load', '頂級鮮採冷凍貓山王榴槤']","[204679141527, datetime.datetime(2024, 1, 8, 10, 9, 33, 282000), 'load', '東海鮮甜沙蟹身']","[204679141527, datetime.datetime(2024, 1, 8, 10, 10, 50, 845000), 'load', '澎湖在地美食自由選(20包)']","[204679141527, datetime.datetime(2024, 1, 8, 10, 12, 57, 476000), 'load', '澎湖在地美食自由選(20包)']","[204679141527, datetime.datetime(2024, 1, 8, 10, 13, 33, 873000), 'load', '川味椒麻海瓜子']","[204679141527, datetime.datetime(2024, 1, 8, 10, 16, 7, 883000), 'load', '台東特級甜心釋迦']","[204679141527, datetime.datetime(2024, 1, 8, 10, 18, 20, 679000), 'load', '上海鄉村-桂花糖藕270g']","[204679141527, datetime.datetime(2024, 1, 8, 10, 22, 25, 291000), 'purchase', '鮮採蜜風鈴蓮霧']","[204679141527, datetime.datetime(2024, 1, 8, 10, 22, 25, 291000), 'purchase', '特選鮮採大湖草莓']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vegetable and fruit lover,"[200653730266, datetime.datetime(2023, 11, 22, 19, 49, 14, 598000), 'load', '甜蜜蜜砂糖橘']","[200653730266, datetime.datetime(2023, 11, 22, 19, 51, 34, 391000), 'purchase', '甜蜜蜜砂糖橘']","[200653730266, datetime.datetime(2023, 11, 22, 19, 58, 35, 851000), 'purchase', '甜蜜蜜砂糖橘']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vegetable and fruit lover,"[200009728712, datetime.datetime(2023, 11, 15, 8, 56, 10, 557000), 'load', '鮮凍青花菜']","[200009728712, datetime.datetime(2023, 11, 15, 8, 56, 33, 561000), 'load', '一休精選 舒肥嫩雞胸10入自由選']","[200009728712, datetime.datetime(2023, 11, 15, 9, 8, 12, 946000), 'load', '鮮凍青花菜']","[200009728712, datetime.datetime(2023, 11, 15, 9, 12, 28, 962000), 'purchase', '鮮凍青花菜']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healthy and low-calorie food seeker,"[202818842215, datetime.datetime(2023, 12, 17, 21, 14, 16, 579000), 'load', '【限量特賣】鮮凍菠菜']","[202818842215, datetime.datetime(2023, 12, 17, 21, 14, 48, 379000), 'load', '一休精選 煮婦救星鮮凍蔬菜']","[202818842215, datetime.datetime(2023, 12, 17, 21, 15, 55, 575000), 'load', '鮮凍青花菜']","[202818842215, datetime.datetime(2023, 12, 17, 21, 17, 9, 640000), 'load', '一休精選 低醣飲食雞胸蔬菜']","[202818842215, datetime.datetime(2023, 12, 17, 21, 19, 3, 89000), 'load', '低醣飲食雞胸蔬菜任選35入']","[202818842215, datetime.datetime(2023, 12, 17, 21, 26, 0, 453000), 'purchase', '低醣飲食雞胸蔬菜任選35入']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vegetable and fruit lover,"[201313616975, datetime.datetime(2023, 11, 30, 11, 6, 58, 234000), 'load', '橙蜜香小蕃茄']","[201313616975, datetime.datetime(2023, 11, 30, 11, 11, 36, 822000), 'purchase', '橙蜜香小蕃茄']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
premium seafood enthusiast,"[207116624542, datetime.datetime(2024, 2, 5, 15, 3, 47, 946000), 'load', '澎湖活凍野生明蝦']","[207116624542, datetime.datetime(2024, 2, 5, 15, 30, 21, 352000), 'load', '北海道嚴選鮮甜干貝']","[207116624542, datetime.datetime(2024, 2, 5, 15, 33, 44, 369000), 'load', '澎湖活凍野生明蝦']","[207116624542, datetime.datetime(2024, 2, 5, 15, 34, 29, 328000), 'load', '北海道嚴選鮮甜干貝']","[207116624542, datetime.datetime(2024, 2, 5, 15, 35, 6, 467000), 'load', '日式梅花燒肉片']","[207116624542, datetime.datetime(2024, 2, 5, 15, 43, 23, 32000), 'purchase', '澎湖活凍野生明蝦']","[207116624542, datetime.datetime(2024, 2, 5, 15, 43, 23, 32000), 'purchase', '北海道嚴選鮮甜干貝']","[207116624542, datetime.datetime(2024, 2, 5, 15, 43, 23, 32000), 'purchase', '日式梅花燒肉片']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seasonal and festive food buyer,"[206402388986, datetime.datetime(2024, 1, 28, 8, 39, 50, 293000), 'load', '龍躍承祥團圓宴']","[206402388986, datetime.datetime(2024, 1, 28, 8, 41, 41, 249000), 'load', '龍躍承祥團圓宴']","[206402388986, datetime.datetime(2024, 1, 28, 8, 44, 21, 753000), 'load', '龍躍承祥團圓宴']","[206402388986, datetime.datetime(2024, 1, 28, 8, 50, 49, 64000), 'purchase', '龍躍承祥團圓宴']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comfort food lover,"[209809100734, datetime.datetime(2024, 3, 7, 18, 58, 25, 258000), 'load', '紅燒香滷豬腳丁']","[209809100734, datetime.datetime(2024, 3, 7, 19, 14, 36, 275000), 'purchase', '紅燒香滷豬腳丁']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end beef lover,"[210728001425, datetime.datetime(2024, 3, 18, 10, 13, 23, 542000), 'load', '美澳紐超值福利牛肉']","[210728001425, datetime.datetime(2024, 3, 18, 10, 14, 12, 43000), 'load', '美澳紐超值福利牛肉']","[210728001425, datetime.datetime(2024, 3, 18, 10, 18, 39, 321000), 'purchase', '美澳紐超值福利牛肉']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese specialty enthusiast,"[211376234688, datetime.datetime(2024, 3, 25, 22, 24, 37, 630000), 'load', '日式梅花燒肉片']","[211376234688, datetime.datetime(2024, 3, 25, 22, 25, 35, 45000), 'load', '嫩煎古早味鐵路排骨']","[211376234688, datetime.datetime(2024, 3, 25, 22, 27, 6, 92000), 'load', '極品無骨嫩豬排20入自由選']","[211376234688, datetime.datetime(2024, 3, 25, 22, 30, 35, 680000), 'load', '日式梅花燒肉片']","[211376234688, datetime.datetime(2024, 3, 25, 22, 36, 19, 593000), 'purchase', '日式梅花燒肉片']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
premium seafood enthusiast,"[206164263398, datetime.datetime(2024, 1, 25, 14, 31, 4, 721000), 'load', '鮮採冷凍泰國金枕頭榴槤 ']","[206164263398, datetime.datetime(2024, 1, 25, 14, 40, 50, 435000), 'purchase', '鮮採冷凍泰國金枕頭榴槤 ']","[206164263398, datetime.datetime(2024, 1, 25, 14, 44, 56, 501000), 'purchase', '鮮採冷凍泰國金枕頭榴槤 ']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vegetable and fruit lover,"[203810436327, datetime.datetime(2023, 12, 29, 8, 41, 42, 298000), 'load', '鮮凍青花菜']","[203810436327, datetime.datetime(2023, 12, 29, 8, 42, 36, 51000), 'load', '鮮凍青花菜']","[203810436327, datetime.datetime(2023, 12, 29, 8, 45, 10, 23000), 'load', '【限量特賣】切段玉米筍']","[203810436327, datetime.datetime(2023, 12, 29, 8, 46, 35, 497000), 'purchase', '鮮凍青花菜']","[203810436327, datetime.datetime(2023, 12, 29, 8, 46, 35, 497000), 'purchase', '【限量特賣】切段玉米筍']","[203810436327, datetime.datetime(2023, 12, 29, 8, 46, 35, 497000), 'purchase', '鮮凍毛豆仁']","[203810436327, datetime.datetime(2023, 12, 29, 8, 46, 35, 497000), 'purchase', '紐西蘭鮮凍栗子南瓜']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat and seafood combo shopper,"[204757459889, datetime.datetime(2024, 1, 9, 7, 45, 26, 30000), 'load', '爆汁雞肉捲']","[204757459889, datetime.datetime(2024, 1, 9, 7, 45, 42, 282000), 'load', '爆汁雞肉捲']","[204757459889, datetime.datetime(2024, 1, 9, 7, 46, 8, 282000), 'load', '聖凱招牌牛肉麵6入自由選']","[204757459889, datetime.datetime(2024, 1, 9, 7, 46, 21, 44000), 'load', '聖凱招牌牛肉麵6入自由選']","[204757459889, datetime.datetime(2024, 1, 9, 7, 57, 27, 840000), 'purchase', '聖凱招牌牛肉麵6入自由選']","[204757459889, datetime.datetime(2024, 1, 9, 7, 57, 27, 840000), 'purchase', '爆汁雞肉捲']","[204757459889, datetime.datetime(2024, 1, 9, 7, 57, 27, 840000), 'purchase', '超嫩咖哩舒肥嫩雞胸']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seasonal and festive food buyer,"[204459274877, datetime.datetime(2024, 1, 5, 20, 54, 36, 866000), 'load', '龍躍承祥團圓宴']","[204459274877, datetime.datetime(2024, 1, 5, 20, 55, 53, 256000), 'load', '喜迎春富賀歲宴']","[204459274877, datetime.datetime(2024, 1, 5, 20, 58, 22, 328000), 'load', '日式梅花燒肉片']","[204459274877, datetime.datetime(2024, 1, 5, 20, 59, 17, 30000), 'load', '小資黃金雞湯涮涮鍋']","[204459274877, datetime.datetime(2024, 1, 5, 21, 2, 11, 894000), 'load', '【限量特賣】頂級白帶魚']","[204459274877, datetime.datetime(2024, 1, 5, 21, 4, 1, 866000), 'load', '喜迎春富賀歲宴']","[204459274877, datetime.datetime(2024, 1, 5, 21, 10, 31, 139000), 'purchase', '喜迎春富賀歲宴']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healthy and low-calorie food seeker,"[205132662874, datetime.datetime(2024, 1, 13, 15, 57, 45, 745000), 'load', '喜迎春富賀歲宴']","[205132662874, datetime.datetime(2024, 1, 13, 15, 59, 9, 271000), 'load', '喜迎春富賀歲宴']","[205132662874, datetime.datetime(2024, 1, 13, 16, 16, 12, 161000), 'load', '喜迎春富賀歲宴']","[205132662874, datetime.datetime(2024, 1, 13, 16, 16, 49, 679000), 'load', '喜迎春富賀歲宴']","[205132662874, datetime.datetime(2024, 1, 13, 16, 19, 21, 56000), 'purchase', '喜迎春富賀歲宴']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
